gene1,gene2,gene1_valid,gene2_valid,string_interaction_found,string_combined_score,string_evidence_breakdown,string_source_url,string_curated_overlap_risk,biogrid_interaction_found,biogrid_evidence_count,biogrid_experimental_systems,biogrid_pubmed_ids,biogrid_source_url,tissue,gene1_tissue_expression,gene2_tissue_expression,verdict,notes
BRCA1,TINF2,True,True,True,0.858,experimental=0.617; curated_database=0.500; textmining=0.318,https://string-db.org/cgi/network?identifiers=BRCA1%0dTINF2&species=9606,high,True,2,Affinity Capture-Western; Proximity Label-MS,29656893; 34112789,https://thebiogrid.org/search.php?search=BRCA1%20TINF2,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
FANCD2,FANCI,True,True,True,0.999,textmining=0.999; experimental=0.996; curated_database=0.900; coexpression=0.561,https://string-db.org/cgi/network?identifiers=FANCD2%0dFANCI&species=9606,high,True,27,Affinity Capture-MS; Affinity Capture-Western; Co-crystal Structure; Co-fractionation; Co-localization; Co-purification; FRET; Reconstituted Complex; Two-hybrid,17460694; 18931676; 19561358; 21719678; 22855611; 23993743; 24451376; 24623813; 24794430; 25168188; 25319828; 25489943; 25862789; 27773793; 28575658; +7 more,https://thebiogrid.org/search.php?search=FANCD2%20FANCI,bone marrow,expressed (nTPM=12.8),expressed (nTPM=28.0),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
BRCA2,FANCI,True,True,True,0.996,textmining=0.987; curated_database=0.540; coexpression=0.295; experimental=0.230,https://string-db.org/cgi/network?identifiers=BRCA2%0dFANCI&species=9606,high,True,1,Two-hybrid,28684355,https://thebiogrid.org/search.php?search=BRCA2%20FANCI,bone marrow,expressed (nTPM=5.2),expressed (nTPM=28.0),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
ATR,NHEJ1,True,True,True,0.656,textmining=0.653; coexpression=0.049,https://string-db.org/cgi/network?identifiers=ATR%0dNHEJ1&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ATR%20NHEJ1,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
PUS1,SLC19A2,True,True,True,0.528,textmining=0.528,https://string-db.org/cgi/network?identifiers=PUS1%0dSLC19A2&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=PUS1%20SLC19A2,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
JAK2,SH2B3,True,True,True,0.988,textmining=0.976; curated_database=0.500; experimental=0.095; coexpression=0.056,https://string-db.org/cgi/network?identifiers=JAK2%0dSH2B3&species=9606,high,True,1,Affinity Capture-Western,36578217,https://thebiogrid.org/search.php?search=JAK2%20SH2B3,bone marrow,expressed (broadly_detected),expressed (nTPM=57.3),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
RPL27,RPS27A,True,True,True,0.999,experimental=0.991; coexpression=0.966; textmining=0.390,https://string-db.org/cgi/network?identifiers=RPL27%0dRPS27A&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=RPL27%20RPS27A,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
AK2,RPS15,True,True,True,0.683,coexpression=0.597; textmining=0.204; neighborhood=0.091,https://string-db.org/cgi/network?identifiers=AK2%0dRPS15&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=AK2%20RPS15,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
KRAS,RPS27A,True,True,True,0.636,curated_database=0.500; experimental=0.215; textmining=0.128; coexpression=0.060,https://string-db.org/cgi/network?identifiers=KRAS%0dRPS27A&species=9606,high,True,2,Negative Genetic; Proximity Label-MS,30194290; 34373451,https://thebiogrid.org/search.php?search=KRAS%20RPS27A,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
RBM8A,RPL31,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=RBM8A%0dRPL31&species=9606,not_applicable,True,1,Affinity Capture-MS,35271311,https://thebiogrid.org/search.php?search=RBM8A%20RPL31,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
ATR,BRCA2,True,True,True,0.831,textmining=0.654; curated_database=0.500; coexpression=0.105,https://string-db.org/cgi/network?identifiers=ATR%0dBRCA2&species=9606,high,True,1,Protein-peptide,10608806,https://thebiogrid.org/search.php?search=ATR%20BRCA2,bone marrow,inconclusive (Detected in many),expressed (nTPM=5.2),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
KIT,SH2B3,True,True,True,0.875,textmining=0.640; curated_database=0.500; experimental=0.365; coexpression=0.042,https://string-db.org/cgi/network?identifiers=KIT%0dSH2B3&species=9606,high,True,2,Reconstituted Complex,18588518; 24728074,https://thebiogrid.org/search.php?search=KIT%20SH2B3,bone marrow,inconclusive (Detected in many),expressed (nTPM=57.3),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
RPS28,SBDS,True,True,True,0.717,experimental=0.507; coexpression=0.397; textmining=0.125,https://string-db.org/cgi/network?identifiers=RPS28%0dSBDS&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=RPS28%20SBDS,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
RPL9,SRP54,True,True,True,0.98,experimental=0.966; textmining=0.285; coexpression=0.253; neighborhood=0.044,https://string-db.org/cgi/network?identifiers=RPL9%0dSRP54&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=RPL9%20SRP54,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
CSF3R,HAX1,True,True,True,0.772,textmining=0.772,https://string-db.org/cgi/network?identifiers=CSF3R%0dHAX1&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=CSF3R%20HAX1,bone marrow,expressed (nTPM=183.7),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
ATR,RAD51C,True,True,True,0.84,textmining=0.562; curated_database=0.500; experimental=0.314; coexpression=0.062,https://string-db.org/cgi/network?identifiers=ATR%0dRAD51C&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ATR%20RAD51C,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
CSF3R,DNMT3A,True,True,True,0.528,textmining=0.518; experimental=0.059; coexpression=0.043,https://string-db.org/cgi/network?identifiers=CSF3R%0dDNMT3A&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=CSF3R%20DNMT3A,bone marrow,expressed (nTPM=183.7),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
MYH9,WIPF1,True,True,True,0.407,textmining=0.374; coexpression=0.072; experimental=0.062,https://string-db.org/cgi/network?identifiers=MYH9%0dWIPF1&species=9606,none,True,1,Co-fractionation,35831314,https://thebiogrid.org/search.php?search=MYH9%20WIPF1,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,Both StringDB and BioGRID report evidence of interaction.
KRAS,WDR1,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=KRAS%0dWDR1&species=9606,not_applicable,True,1,Negative Genetic,34373451,https://thebiogrid.org/search.php?search=KRAS%20WDR1,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
FANCG,SLX4,True,True,True,0.9,textmining=0.785; curated_database=0.500; coexpression=0.149,https://string-db.org/cgi/network?identifiers=FANCG%0dSLX4&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCG%20SLX4,bone marrow,inconclusive (Detected in many),inconclusive (Detected in many),discordant,Only StringDB reports evidence; the other source does not.
PARN,TINF2,True,True,True,0.723,textmining=0.723; coexpression=0.043,https://string-db.org/cgi/network?identifiers=PARN%0dTINF2&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=PARN%20TINF2,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
KRAS,TERT,True,True,True,0.659,textmining=0.655; coexpression=0.052,https://string-db.org/cgi/network?identifiers=KRAS%0dTERT&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=KRAS%20TERT,bone marrow,expressed (broadly_detected),not_detected,discordant,"Only StringDB reports evidence; the other source does not. CAVEAT: interaction evidence exists, but TERT is not detected in 'bone marrow' per HPA -- biological relevance in this tissue is questionable."
DDX41,RPS27A,True,True,True,0.405,curated_database=0.400; coexpression=0.049,https://string-db.org/cgi/network?identifiers=DDX41%0dRPS27A&species=9606,low,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=DDX41%20RPS27A,bone marrow,expressed (broadly_detected),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
FANCG,TINF2,True,True,True,0.43,textmining=0.385; coexpression=0.109,https://string-db.org/cgi/network?identifiers=FANCG%0dTINF2&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCG%20TINF2,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
KIF23,RPL26,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=KIF23%0dRPL26&species=9606,not_applicable,True,1,Affinity Capture-MS,31586073,https://thebiogrid.org/search.php?search=KIF23%20RPL26,bone marrow,expressed (nTPM=20.4),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
RPS27A,RPS29,True,True,True,0.999,experimental=0.991; coexpression=0.977; curated_database=0.900; textmining=0.379,https://string-db.org/cgi/network?identifiers=RPS27A%0dRPS29&species=9606,high,True,2,Cross-Linking-MS (XL-MS),37071682; 39358380,https://thebiogrid.org/search.php?search=RPS27A%20RPS29,bone marrow,expressed (broadly_detected),expressed (broadly_detected),concordant_positive,"Both StringDB and BioGRID report evidence of interaction. CAVEAT: StringDB's score here is driven mainly by its curated-database channel, which can itself be sourced from BioGRID/IntAct/KEGG/etc. -- this agreement may not be fully independent corroboration."
FANCI,RNF168,True,True,True,0.428,textmining=0.419; coexpression=0.056,https://string-db.org/cgi/network?identifiers=FANCI%0dRNF168&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=FANCI%20RNF168,bone marrow,expressed (nTPM=28.0),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
BRCA2,RPS27A,True,True,True,0.401,curated_database=0.400; textmining=0.043,https://string-db.org/cgi/network?identifiers=BRCA2%0dRPS27A&species=9606,low,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=BRCA2%20RPS27A,bone marrow,expressed (nTPM=5.2),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
GATA2,RPS24,True,True,False,,no_edge_in_string,https://string-db.org/cgi/network?identifiers=GATA2%0dRPS24&species=9606,not_applicable,True,1,Affinity Capture-MS,35140242,https://thebiogrid.org/search.php?search=GATA2%20RPS24,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only BioGRID reports evidence; the other source does not.
ITGA2B,SH2B3,True,True,True,0.416,textmining=0.415; coexpression=0.043,https://string-db.org/cgi/network?identifiers=ITGA2B%0dSH2B3&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=ITGA2B%20SH2B3,bone marrow,expressed (nTPM=15.7),expressed (nTPM=57.3),discordant,Only StringDB reports evidence; the other source does not.
CARD11,TP53,True,True,True,0.447,textmining=0.447,https://string-db.org/cgi/network?identifiers=CARD11%0dTP53&species=9606,none,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=CARD11%20TP53,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
RTEL1,TERF2IP,True,True,True,0.751,textmining=0.524; curated_database=0.500,https://string-db.org/cgi/network?identifiers=RTEL1%0dTERF2IP&species=9606,high,False,,no_records_in_biogrid,no_records_in_biogrid,https://thebiogrid.org/search.php?search=RTEL1%20TERF2IP,bone marrow,inconclusive (Detected in many),expressed (broadly_detected),discordant,Only StringDB reports evidence; the other source does not.
